measurement,one_way_delay_us
1,0.278141
2,0.278050
3,0.278146
4,0.277493
5,0.275866
6,0.276651
7,0.277526
8,0.278374
9,0.278136
10,0.277958
11,0.277322
12,0.278248
13,0.276958
14,0.277746
15,0.277631
16,0.278358
17,0.276984
18,0.277698
19,0.278467
20,0.278112
21,0.277796
22,0.278223
23,0.277305
24,0.278030
25,0.277699
26,0.278219
27,0.277549
28,0.278295
29,0.278131
30,0.277864
31,0.277569
32,0.278040
33,0.277343
34,0.278058
35,0.278444
36,0.277674
37,0.278442
38,0.278393
39,0.278109
40,0.277205
41,0.277925
42,0.278288
43,0.277535
44,0.278227
45,0.278029
46,0.277925
47,0.277639
48,0.278384
49,0.278118
50,0.277985
51,0.277974
52,0.278248
53,0.277633
54,0.278355
55,0.278225
56,0.278118
57,0.277315
58,0.278101
59,0.277821
60,0.277680
61,0.277851
62,0.277946
63,0.277951
64,0.278240
65,0.277612
66,0.277816
67,0.277848
68,0.277876
69,0.277189
70,0.277953
71,0.277746
72,0.278266
73,0.277556
74,0.278285
75,0.278122
76,0.278094
77,0.278200
78,0.278433
79,0.277645
80,0.278395
81,0.278324
82,0.277996
83,0.277130
84,0.277855
85,0.278285
86,0.277540
87,0.278293
88,0.278147
89,0.277835
90,0.278293
91,0.277419
92,0.278118
93,0.277871
94,0.277828
95,0.278037
96,0.278260
97,0.277525
98,0.278288
99,0.278203
100,0.277849
101,0.277776
102,0.278200
103,0.277354
104,0.278082
105,0.277882
106,0.277579
107,0.277762
108,0.277402
109,0.278170
110,0.277694
111,0.277125
112,0.278100
113,0.277861
114,0.277663
115,0.278376
116,0.278059
117,0.277917
118,0.277490
119,0.278262
120,0.277953
121,0.277465
122,0.275801
123,0.276682
124,0.277605
125,0.278463
126,0.278092
127,0.278384
128,0.277503
129,0.278263
130,0.278197
131,0.277876
132,0.277555
133,0.277913
134,0.277066
135,0.277813
136,0.278263
137,0.278361
138,0.278365
139,0.278020
140,0.277630
141,0.278442
142,0.277548
143,0.278154
144,0.278170
145,0.277693
146,0.278102
147,0.277409
148,0.278162
149,0.278152
150,0.277695
151,0.278162
152,0.277965
153,0.278105
154,0.278101
155,0.277552
156,0.278437
157,0.278245
158,0.278259
159,0.278365
160,0.277914
161,0.277783
162,0.278135
163,0.277384
164,0.278147
165,0.278076
166,0.277352
167,0.276096
168,0.276897
169,0.277806
170,0.277935
171,0.278339
172,0.277252
173,0.278000
174,0.278077
175,0.278046
176,0.277131
177,0.277336
178,0.276956
179,0.277754
180,0.277226
181,0.277993
182,0.277777
183,0.278297
184,0.277172
185,0.276186
186,0.277011
187,0.276129
188,0.276896
189,0.277808
190,0.277936
191,0.278342
192,0.277261
193,0.275679
194,0.276130
195,0.276997
196,0.276800
197,0.277672
198,0.277355
199,0.278145
200,0.277912
201,0.278243
202,0.277234
203,0.277957
204,0.277849
205,0.278133
206,0.277132
207,0.277815
208,0.276690
209,0.275585
210,0.276226
211,0.277270
212,0.276062
213,0.276851
214,0.277759
215,0.277293
216,0.277347
217,0.277276
218,0.278095
219,0.277903
220,0.277609
221,0.277211
222,0.277966
223,0.277701
224,0.278228
225,0.277204
226,0.277922
227,0.277336
228,0.276143
229,0.276885
230,0.277779
231,0.277888
232,0.278325
233,0.277192
234,0.277151
235,0.277975
236,0.278404
237,0.274541
238,0.275404
239,0.276284
240,0.277179
241,0.278071
242,0.277739
243,0.277291
244,0.277978
245,0.277639
246,0.278474
247,0.277237
248,0.277992
249,0.278151
250,0.277717
251,0.277306
252,0.277930
253,0.277719
254,0.277615
255,0.277199
256,0.277991
257,0.277796
258,0.278282
259,0.277283
260,0.277947
261,0.278063
262,0.278247
263,0.277259
264,0.276207
265,0.277050
266,0.272711
267,0.273437
268,0.274312
269,0.275206
270,0.274924
271,0.275739
272,0.276629
273,0.277461
274,0.278306
275,0.275451
276,0.276768
277,0.277647
278,0.277730
279,0.277780
280,0.278125
281,0.278178
282,0.278218
283,0.277770
284,0.275759
285,0.276589
286,0.277466
287,0.278329
288,0.275907
289,0.276721
290,0.277616
291,0.277364
292,0.273676
293,0.274422
294,0.275246
295,0.276116
296,0.276985
297,0.277871
298,0.277347
299,0.277018
300,0.277212
301,0.278241
302,0.278396
303,0.277275
304,0.277941
305,0.278049
306,0.278148
307,0.277240
308,0.277855
